"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "Ter" "Aqu" "Aer" "HABsb_1.1.0" "HABsb_1.1.3" "HABsb_1.2" "HABsb_1.2.1" "HABsb_1.2.1.1" "HABsb_1.2.2" "HABsb_1.2.3" "HABsb_1.2.4" "HABsb_1.3" "HABsb_1.3.2" "HABsb_1.3.3" "HABsb_2" "HABsb_2.0" "HABsb_2.1" "HABsb_2.1.2" "HABsb_2.2" "HABsb_2.2.2" "HABsb_2.2.3" "HABsb_2.2.5" "HABsb_2.3" "HABsb_2.4" "HABsb_2.4.1" "HABsb_2.5" "HABsb_2.5.1" "HABsb_3" "HABsb_3.2" "HABsb_3.2.1" "HABsb_3.2.2" "HABsb_3.3" "HABsb_3.3.1" "HABsb_3.3.2" "HABsb_3.4" "HABsb_3.4.1" "HABsb_3.4.1.2" "HABsb_3.4.1.3" "HABsb_3.4.2" "HABsb_3.4.2.1" "HABsb_4.1" "HABsb_4.1.1" "HABsb_4.1.2" "HABsb_4.2" "HABsb_4.2.1" "HABsb_4.3" "HABsb_4.3.1" "HABsb_4.3.4" "HABsb_4.3.7" "HABsb_4.4" "HABsb_4.4.2" "HABsb_4.5" "HABsb_5" "HABsb_5.2" "HABsb_5.3" "HABsb_5.3.2" "HABsb_5.3.9" "HABsb_5.4" "HABsb_5.4.1" "HABsb_5.4.5" "HABsb_6" "HABsb_6.1" "HABsb_6.2" "HABsb_6.2." "HABsb_6.3" "HABsb_6.3.1" "HABsb_6.3.7" "HABsb_6.3a" "HABsb_6.3b" "HABsb_6.3c" "HABsb_6.5" "HABsb_6.6" "HABsb_6.6.2" "HABsb_6.6.3" "HABsb_7" "HABsb_7.1" "HABsb_7.2" "HABsb_7.2.1" "HABsb_8" "HABsb_8.1" "HABsb_8.1.6" "HABsb_8.2" "HABsb_8.2.1" "HABsb_9.2" "HABsb_9.2.4" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "FORESTbet_substr" "MUDsb_substr" "WATERsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "EIVbet_Cont" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Amblyodon dealbatus" "SPEED2ZERO" "Bryophytes" "Amblyodon dealbatus (Hedw.) P.Beauv." "SPECIES" "INN" NA "NT" NA "Amblyodon" "Meesiaceae" "Splachnales" "Bryopsida" "Bryophyta" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "both" "common" 6.7 5 20 40 0 400 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 23 11 1 4 8 3 2 4 2 1 3 0 0 0 0 0 0 0 0 "open" 0 0 0 7 4 7 5 3 0 1 2 8 3 6 4.55 724.1 0 0 0 613687.340636411 "NO"
"Amblystegium confervoides" "SPEED2ZERO" "Bryophytes" "Serpoleskea confervoides (Brid.) Loeske" "SPECIES" "INN" NA "LC" NA "Serpoleskea" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "monoicous" "occasional" 16.7 25 140 13.5 0 260 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 75 684 0 63 32 120 18 8 47 1 18 0 0 0 12 0 0 0 1 "mix" 0 0 16 6 4 8 4 7 0 3 4 5 2 6 5.65 720.9 0 765 1420 1847728.16576333 "YES"
"Amblystegium radicale" "SPEED2ZERO" "Bryophytes" "Pseudocampylium radicale (P.Beauv.) Vanderp. & Hedenäs" "SPECIES" "INN" NA "VU" NA "Pseudocampylium" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "annual" "perennial" 0 "inclined" 1 1 0 "dioicous" "occasional" 16.7 15 95 12 0 400 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 12 1 2 3 1 1 0 2 1 27 0 0 0 0 0 0 0 0 "open" 0 0 0 7 4 7 3 3 0 0 1 8 3 6 -0.15 804.6 450 1525 3000 1351550.99792005 "NO"
"Amblystegium serpens" "SPEED2ZERO" "Bryophytes" "Amblystegium serpens (Hedw.) Schimp." "SPECIES" "INN" NA "LC" NA "Amblystegium" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "monoicous" "common" 16.7 23 33.33 11.5 0 260 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 13 222 1 18 29 173 6 4 39 1 4 1 259 1 157 0 1 0 0 "mix" 0 0 5 4 3 6 4 6 2 0 4 5 3 5 5.55 709 0 1500 3000 1847728.16576333 "NO"
"Amblystegium subtile" "SPEED2ZERO" "Bryophytes" "Pseudoamblystegium subtile (Hedw.) Vanderp. & Hedenäs" "SPECIES" "INN" NA "LC" NA "Pseudoamblystegium" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 24 85 13 0 300 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 16 14 0 1 0 4 2 4 5 1 14 1 7 1 7 0 0 0 0 "mix" 0 0 0 6 3 2 2 3 0 3 3 6 3 5 6.65 710.7 0 1250 2200 226724.576029776 "YES"
"Amphidium lapponicum" "SPEED2ZERO" "Bryophytes" "Amphidium lapponicum (Hedw.) Schimp." "SPECIES" "INN" NA "LC" NA "Amphidium" "Amphidiaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "monoicous" "occasional" 6.7 12 47.5 9 1 20 0 0 0 1 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 9 0 0 1 10 4 13 24 0 1 0 0 0 0 0 0 0 0 "edges" 0 0 0 6 3 2 3 3 0 1 1 4 3 6 1.65 811.7 160 1460 2760 387537.807197842 "NO"
"Amphidium mougeotii" "SPEED2ZERO" "Bryophytes" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "SPECIES" "INN" NA "LC" NA "Amphidium" "Amphidiaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 3 73.33 11 0 400 0 0 0 0 0 "occasional" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 10 0 0 5 13 1 42 72 0 0 0 0 0 0 0 0 0 0 "closed" 0 0 0 7 3 6 3 4 0 3 1 4 3 4 5.85 711.4 0 1400 2800 378536.181746424 "NO"
"Amphidium mougeotii aggr." "InfoSpecies" "Bryophytes" NA "AGGREGATE" NA NA "alle LC" NA "Amphidium" "Amphidiaceae" "Dicranales" "Bryopsida" "Bryophyta" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 17 32.5 16 0 600 0 0 0 0 0 "rare" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 16 161 0 8 14 203 3 33 78 0 6 1 32 0 60 0 0 0 0 "mix" 0 0 4 5 3 5 3 5 0 2 3 4 2 5 6.15 673.3 20 1350 3350 2727303.73239783 "YES"
"Anacamptodon splachnoides" "InfoSpecies" "Bryophytes" "Anacamptodon splachnoides (Froel. ex Brid.) Brid." "SPECIES" "INN" NA "CR" NA "Anacamptodon" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 "pleurocarpous" "turf" "colonist" 1 "erect" 1 1 0 "dioicous" "common" 6.7 10 5 11 0 400 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 1 1 0 0 0 0 "closed" 0 0 0 5 4 3 2 3 0 7 3 4 2 7 8.85 794.5 300 1050 1800 1034990.3978359 "NO"
"Anastrepta orcadensis" "SPEED2ZERO" "Bryophytes" "Anastrepta orcadensis (Hook.) Schiffn." "SPECIES" "INN" NA "LC" NA "Anastrepta" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 "foliose" "turf" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 9 70 12 1 200 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 4 0 0 0 0 0 4 4 1 8 1 1 1 2 1 3 0 0 "mix" 0 0 0 6 3 2 2 3 0 3 2 5 3 3 5.85 1148.2 20 1317.5 2615 155082.978173357 "NO"
