"Species" "Source" "Group" "GBIF_accepted" "GBIF_rank" "originCH" "originEUR" "Swiss_status" "IUCN_status" "Genus" "Family" "Order" "Class" "Phylum" "GUILDE.1" "GUILDE.2" "GUILDE.3" "GUILDE.4" "GUILDE.5" "GUILDE.6" "GUILDE.7" "GUILDE.8" "GUILDE.9" "GUILDE.10" "GUILDE.11" "GUILDE.12" "GUILDE.13" "GUILDE.14" "GUILDE.15" "GUILDE.16" "GUILDE.17" "GUILDE.18" "GUILDE.19" "GUILDE.20" "GUILDE.21" "GUILDE.22" "GUILDE.23" "GUILDE.24" "GUILDE.25" "GUILDE.26" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "HAB_1" "HAB_2" "HAB_3" "HAB_4" "HAB_5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "MISSING_ALL_TRAITS"
"Collema glebulentum" "InfoSpecies" "Lichens" "Collema glebulentum (Nyl. ex Cromb.) Degel." "SPECIES" NA NA NA NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 1 1 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 1 6 6 3 8 9 4 33207899.1738642 "NO"
"Collema jurassicum" "InfoSpecies" "Lichens" NA "SPECIES" NA NA NA NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 1 1 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 1 "G" 0 0 1 0 0 0 0 0 0 8 5 4 7 6 5 20607356.9210083 "YES"
"Collema latzelii" "InfoSpecies" "Lichens" "Lathagrium latzelii (Zahlbr.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Lathagrium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 3 7 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 7 4 3 7 6 4 39673.9929887508 "NO"
"Collema leptogioides" "InfoSpecies" "Lichens" "Scytinium leptogioides (Anzi) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Scytinium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 1 "absent" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 5 3 3 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 7 10 5 4 6 4 20607356.9210083 "NO"
"Collema ligerinum" "SPEED2ZERO" "Lichens" "Enchylium ligerinum (Hy) Otálora, P.M.Jørg. & Wedin" "SPECIES" "INN" NA "EN" NA "Enchylium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent, present" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 1 2 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 8 6 6 5 6 3 39673.9929887508 "NO"
"Collema limosum" "SPEED2ZERO" "Lichens" "Enchylium limosum (Ach.) Otálora, P.M.Jørg. & Wedin" "SPECIES" "INN" NA "LC" NA "Enchylium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent" "absent, present" 1 0 0 0 1 0 0 0 "present" 4 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 7 6 5 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 0 6 4 3 6 4 3 20607356.9210083 "NO"
"Collema multipartitum" "InfoSpecies" "Lichens" "Callome multipartita (Sm.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Callome" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3 2 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 8 10 6 4 9 7 39673.9929887508 "NO"
"Collema multipunctatum" "InfoSpecies" "Lichens" "Rostania multipunctata (Degel.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Rostania" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 "absent" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 3 3 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 6 5 4 6 5 5 32414489.2874705 "NO"
"Collema nigrescens" "InfoSpecies" "Lichens" "Collema nigrescens (Huds.) DC." "SPECIES" NA NA NA NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 "absent, present" 1 0 0 1 0 0 0 "absent, present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 12 3 5 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "R" 0 1 0 1 0 0 0 1 0 5 5 4 5 6 2 33207899.1738642 "NO"
"Collema nigrescens aggr." "InfoSpecies" "Lichens" NA "AGGREGATE" NA NA "VU" NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 1 1 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 7 10 5 7 9 5 33207899.1738642 "YES"
"Collema occultatum" "InfoSpecies" "Lichens" "Rostania occultata (Bagl.) Otálora, P.M.Jørg. & Wedin" "SPECIES" "INN" NA "CR" NA "Rostania" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 3 3 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 4 6 2 10 8 3 39673.9929887508 "NO"
"Collema parvum" "InfoSpecies" "Lichens" "Scytinium parvum (Degel.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA NA NA "Scytinium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 "present" 1 0 0 0 0 0 0 "present" "absent" "absent" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 1 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 7 10 5 6 8 8 33207899.1738642 "NO"
"Collema polycarpon" "InfoSpecies" "Lichens" "Enchylium polycarpon (Hoffm.) Otálora, P.M.Jørg. & Wedin" "SPECIES" NA NA "NE" NA "Enchylium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 3 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 8 10 5 3 9 4 39673.9929887508 "NO"
"Collema subflaccidum" "SPEED2ZERO" "Lichens" "Collema subflaccidum Degel." "SPECIES" "INN" NA "EN" NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3 5 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 1 0 1 1 0 5 6 4 10 5 2 32414489.2874705 "NO"
"Collema subnigrescens" "InfoSpecies" "Lichens" "Collema subnigrescens Degel." "SPECIES" NA NA NA NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 "absent" 1 0 0 0 0 0 0 "absent" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 5 3 4 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 1 1 0 6 4 2 10 6 3 20607356.9210083 "NO"
"Collema tenax" "SPEED2ZERO" "Lichens" "Collema tenax Degel." "SPECIES" "INN" NA "LC" NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 3 3 1 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 1 7 10 6 10 8 5 39673.9929887508 "NO"
"Collema tenax subsp. ceranoides" "SPEED2ZERO" "Lichens" NA "SUBSPECIES" NA NA NA NA "Collema" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6 1 2 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 1 "G" 0 0 1 0 0 0 0 0 0 7 5 4 10 5 6 33207899.1738642 "YES"
"Collema tenax var. ceranoides" "InfoSpecies" "Lichens" "Enchylium tenax (Sw.) Gray" "VARIETY" "INN" NA "LC" NA "Enchylium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5 1 1 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 1 "G" 0 0 1 0 0 0 1 1 0 7 4 4 5 4 3 20607356.9210083 "YES"
"Collema undulatum" "InfoSpecies" "Lichens" "Lathagrium undulatum (Laurer ex Flot.) Poetsch" "SPECIES" NA NA NA NA "Lathagrium" "Collemataceae" "Peltigerales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 "epruinose" "absent" 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3 3 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "E" 0 0 0 0 0 1 0 0 1 9 9 5 5 9 3 33207899.1738642 "NO"
"Collemopsidium angermannicum" "InfoSpecies" "Lichens" "Collemopsidium angermannicum (G.B.F.Nilsson) A.Nordin" "SPECIES" NA NA NA NA "Collemopsidium" "Xanthopyreniaceae" "Collemopsidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 0 0 1 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 14 1 7 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 1 0 0 0 1 1 0 3 4 3 7 6 2 20607356.9210083 "NO"
"Collemopsidium bryospilum" "InfoSpecies" "Lichens" "Frigidopyrenia bryospila (Nyl.) Grube" "SPECIES" NA NA NA NA "Frigidopyrenia" "Xanthopyreniaceae" "Collemopsidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5 1 4 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 1 "G" 0 0 1 0 0 0 0 0 0 8 9 6 3 9 8 20607356.9210083 "YES"
"Collemopsidium caesium" "InfoSpecies" "Lichens" "Collemopsidium caesium (Nyl.) Coppins & Aptroot" "SPECIES" NA NA NA NA "Collemopsidium" "Xanthopyreniaceae" "Collemopsidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent" "absent, present" 0 0 1 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 9 1 6 1 0 0 0 0 "present" "absent" 1 0 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 1 5 10 3 5 9 4 20607356.9210083 "NO"
"Collemopsidium minutulum" "InfoSpecies" "Lichens" NA "SPECIES" NA NA NA NA "Collemopsidium" "Xanthopyreniaceae" "Collemopsidiales" "Dothideomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 "present" 1 0 0 0 0 0 0 "absent, present" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 5 0 3 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 1 "G" 0 0 1 0 0 0 1 0 0 7 5 5 9 5 3 39673.9929887508 "YES"
"Coniocarpon cinnabarinum" "InfoSpecies" "Lichens" "Coniocarpon cinnabarinum DC." "SPECIES" NA NA "NT" NA "Coniocarpon" "Arthoniaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 1 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 1 0 1 0 0 0 0 0 "present" 1 0 5 3 4 1 1 0 0 0 "present" "absent" 0 0 1 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 4 7 2 5 6 2 39673.9929887508 "NO"
"Coniocarpon cinnabarinum aggr." "InfoSpecies" "Lichens" NA "AGGREGATE" NA NA NA NA "Coniocarpon" "Arthoniaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 1 0 0 0 "absent" "present" "absent, present" 1 0 0 0 1 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 4 3 4 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 7 10 5 10 5 5 33207899.1738642 "YES"
"Coniocarpon cuspidans" "InfoSpecies" "Lichens" "Coniocarpon cuspidans (Nyl.) Moen, Frisch & Grube" "SPECIES" NA NA NA NA "Coniocarpon" "Arthoniaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 1 1 1 0 0 0 0 "present" "absent, present" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 7 10 6 10 6 5 20607356.9210083 "YES"
"Cornicularia normoerica" "InfoSpecies" "Lichens" "Cornicularia normoerica (Gunnerus) Du Rietz" "SPECIES" NA NA "NE" NA "Cornicularia" "Parmeliaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 "epruinose" "absent" 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent, present" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 8 1 3 1 0 0 0 0 "present" "absent" 0 1 0 0 1 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 1 0 9 2 3 8 4 3 33207899.1738642 "NO"
